ID;UrunAdi;Kategori;IlgiAlani;Marka;Fiyat;YasGrubu;PopulerlikPuan
2930;Alfa Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Alfa Yayinlari;336.30;Yasli;91
2931;SteelSeries Retro Seti;Oyun;Retro;SteelSeries;142.30;Yasli;2
2932;Burberry Aksesuar Parfüm;Moda;Aksesuar;Burberry;5876.66;Cocuk;17
2933;Ikea Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Ikea;10780.26;Yetiskin;19
2934;Zara Klasik Saat;Moda;Klasik;Zara;990.92;Yasli;81
2935;Gibson Analog Pikap;Muzik;Analog;Gibson;8665.37;Yasli;64
2936;Mizuno Fitness Spor Çantası;Spor;Fitness;Mizuno;4487.99;Yetiskin;29
2937;Castelli Ekipman Eşofman Takımı;Spor;Ekipman;Castelli;5512.29;Yasli;38
2938;Razer Yayincilik Koleksiyonu;Oyun;Yayincilik;Razer;3920.41;Genc;48
2939;Xiaomi Yazilim Akıllı Saat;Teknoloji;Yazilim;Xiaomi;30885.36;Yasli;41
2940;Bose Sahne Amfi;Muzik;Sahne;Bose;1053.43;Yetiskin;8
2941;HP Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;HP;44459.34;Cocuk;89
2942;Gigabyte Yayincilik Koleksiyonu;Oyun;Yayincilik;Gigabyte;1295.22;Cocuk;52
2943;Castelli Outdoor Koşu Ayakkabısı;Spor;Outdoor;Castelli;1182.03;Cocuk;99
2944;Ithaki Tarih Romanı/Kitabı;Kitap;Tarih;Ithaki;336.58;Genc;94
2945;HyperX Retro Seti;Oyun;Retro;HyperX;4911.71;Genc;95
2946;Liquitex Resim Paketi;Hobi-Sanat;Resim;Liquitex;477.52;Yasli;4
2947;Apple Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;Apple;21144.82;Yetiskin;21
2948;Lenovo Mobil Yasam Akıllı Saat;Teknoloji;Mobil Yasam;Lenovo;32833.28;Yetiskin;19
2949;Decathlon Outdoor Eşofman Takımı;Spor;Outdoor;Decathlon;3829.51;Cocuk;97
2950;Iletisim Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Iletisim;73.14;Genc;91
2951;Melissa Doug Egitici Paketi;Oyuncak;Egitici;Melissa Doug;1696.97;Yasli;52
2952;Lancome Makyaj Cilt Serumu;Kozmetik;Makyaj;Lancome;173.92;Genc;82
2953;3M Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;3M;8562.87;Genc;96
2954;Fisher-Price Klasik Koleksiyonu;Oyuncak;Klasik;Fisher-Price;4832.29;Yasli;34
2955;Audio-Technica Analog Pikap;Muzik;Analog;Audio-Technica;11385.60;Cocuk;4
2956;Faber-Castell Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Faber-Castell;4481.22;Yasli;41
2957;Razer Retro Seti;Oyun;Retro;Razer;684.89;Genc;42
2958;Pioneer Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Pioneer;783.67;Yetiskin;69
2959;Meguiars Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Meguiars;700.83;Cocuk;68
2960;Estee Lauder Bakim Göz Kalemi;Kozmetik;Bakim;Estee Lauder;1656.23;Cocuk;62
2961;HP Ev Ofis Akıllı Telefon;Teknoloji;Ev Ofis;HP;9231.14;Yasli;24
2962;HyperX Retro Koleksiyonu;Oyun;Retro;HyperX;3301.22;Cocuk;4
2963;Columbia Outdoor Eşofman Takımı;Spor;Outdoor;Columbia;4833.70;Yasli;18
2964;Yamaha Analog Enstrüman;Muzik;Analog;Yamaha;22507.97;Yetiskin;93
2965;Nintendo Yayincilik Seti;Oyun;Yayincilik;Nintendo;4286.93;Cocuk;6
2966;Sony Yazilim Bilgisayar;Teknoloji;Yazilim;Sony;37200.70;Yasli;28
2967;Sennheiser Analog Pikap;Muzik;Analog;Sennheiser;2304.07;Genc;90
2968;Roland Sahne DJ Ekipmanı;Muzik;Sahne;Roland;3333.24;Genc;48
2969;Mattel Egitici Seti;Oyuncak;Egitici;Mattel;3773.66;Yasli;21
2970;Meguiars Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Meguiars;13279.59;Yasli;37
2971;Pioneer Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Pioneer;11475.53;Cocuk;77
2972;Liquitex Resim Koleksiyonu;Hobi-Sanat;Resim;Liquitex;3463.73;Yetiskin;36
2973;Chanel Bakim Ruj;Kozmetik;Bakim;Chanel;211.57;Cocuk;44
2974;Mizuno Fitness Spor Çantası;Spor;Fitness;Mizuno;7669.15;Cocuk;72
2975;Daler Rowney Resim Seti;Hobi-Sanat;Resim;Daler Rowney;3221.34;Cocuk;34
2976;Nivea Bakim Göz Kalemi;Kozmetik;Bakim;Nivea;1756.04;Genc;91
2977;Can Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Can Yayinlari;281.56;Cocuk;23
2978;Bose Studyo Enstrüman;Muzik;Studyo;Bose;4186.69;Yetiskin;37
2979;Xiaomi Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;Xiaomi;33173.37;Cocuk;40
2980;Bose Sahne Amfi;Muzik;Sahne;Bose;22789.80;Genc;22
2981;Goodyear Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Goodyear;4157.59;Yasli;65
2982;Prada Aksesuar Parfüm;Moda;Aksesuar;Prada;4451.85;Yetiskin;49
2983;Estee Lauder Makyaj Cilt Serumu;Kozmetik;Makyaj;Estee Lauder;1105.09;Cocuk;77
2984;Puma Klasik Saat;Moda;Klasik;Puma;3479.98;Cocuk;25
2985;LEGO Klasik Koleksiyonu;Oyuncak;Klasik;LEGO;3872.42;Yetiskin;55
2986;Ikea Mutfak Kahve Makinesi;Ev-Yasam;Mutfak;Ikea;8373.76;Yasli;61
2987;Ikea Dekorasyon Nevresim Takımı;Ev-Yasam;Dekorasyon;Ikea;8642.66;Cocuk;94
2988;Lenovo Mobil Yasam Akıllı Telefon;Teknoloji;Mobil Yasam;Lenovo;40987.26;Yetiskin;5
2989;Tefal Konfor Kahve Makinesi;Ev-Yasam;Konfor;Tefal;5499.97;Yetiskin;100
2990;Moleskine Resim Paketi;Hobi-Sanat;Resim;Moleskine;4333.59;Genc;82
2991;Sephora Bakim Cilt Serumu;Kozmetik;Bakim;Sephora;1474.84;Yasli;77
2992;Salomon Fitness Antrenman Ekipmanı;Spor;Fitness;Salomon;978.63;Yasli;56
2993;Sephora Makyaj Göz Kalemi;Kozmetik;Makyaj;Sephora;1876.51;Cocuk;42
2994;Lacoste Klasik Ceket;Moda;Klasik;Lacoste;4991.98;Yetiskin;68
2995;Marshall Studyo Amfi;Muzik;Studyo;Marshall;21083.75;Genc;70
2996;Canson El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Canson;1645.19;Cocuk;58
2997;HP Ev Ofis Akıllı Saat;Teknoloji;Ev Ofis;HP;12284.53;Yetiskin;39
2998;Alfa Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Alfa Yayinlari;384.35;Cocuk;57
2999;Beko Konfor Nevresim Takımı;Ev-Yasam;Konfor;Beko;7333.96;Genc;56
3000;Casio Sahne Pikap;Muzik;Sahne;Casio;2285.81;Cocuk;63
3001;Decathlon Fitness Antrenman Ekipmanı;Spor;Fitness;Decathlon;6041.21;Genc;55
3002;Arzum Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Arzum;7573.43;Genc;73
3003;Can Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Can Yayinlari;86.09;Yetiskin;11
3004;Pasabahce Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Pasabahce;6975.24;Genc;10
3005;Samsung Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;Samsung;19801.11;Cocuk;81
3006;Madame Coco Dekorasyon Robot Süpürge;Ev-Yasam;Dekorasyon;Madame Coco;7445.09;Genc;96
3007;Pioneer Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Pioneer;14891.21;Genc;96
3008;Moleskine Resim Koleksiyonu;Hobi-Sanat;Resim;Moleskine;2752.30;Yetiskin;72
3009;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;6468.11;Yetiskin;9
3010;SteelSeries E-Spor Seti;Oyun;E-Spor;SteelSeries;1100.72;Genc;7
3011;Karaca Dekorasyon Nevresim Takımı;Ev-Yasam;Dekorasyon;Karaca;860.29;Cocuk;82
3012;Columbia Ekipman Spor Çantası;Spor;Ekipman;Columbia;6861.18;Yetiskin;50
3013;Meguiars Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Meguiars;5699.65;Genc;1
3014;Bosch Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bosch;9974.75;Yasli;42
3015;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;3281.44;Yasli;25
3016;Burberry Aksesuar Parfüm;Moda;Aksesuar;Burberry;4827.43;Cocuk;1
3017;Puma Klasik Çanta;Moda;Klasik;Puma;5085.34;Yasli;92
3018;Ithaki Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Ithaki;432.60;Yasli;76
3019;Daler Rowney El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Daler Rowney;1034.12;Yetiskin;63
3020;Meguiars Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Meguiars;9886.69;Yasli;15
3021;Pioneer Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Pioneer;4822.35;Cocuk;99
3022;Adidas Sokak Stili Gözlük;Moda;Sokak Stili;Adidas;760.97;Yasli;9
3023;Nike Sokak Stili Ceket;Moda;Sokak Stili;Nike;4556.22;Yasli;67
3024;Fender Sahne Pikap;Muzik;Sahne;Fender;5455.82;Cocuk;12
3025;Philips Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Philips;10120.68;Yetiskin;55
3026;3M Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;3M;12822.05;Yetiskin;57
3027;MSI E-Spor Seti;Oyun;E-Spor;MSI;2582.91;Yetiskin;20
3028;JBL Sahne DJ Ekipmanı;Muzik;Sahne;JBL;7315.80;Yasli;19
3029;Playmobil Egitici Seti;Oyuncak;Egitici;Playmobil;1903.61;Yasli;97
3030;Maybelline Makyaj Göz Kalemi;Kozmetik;Makyaj;Maybelline;628.43;Cocuk;91
3031;Xiaomi Ev Ofis Kulaklık;Teknoloji;Ev Ofis;Xiaomi;31467.45;Genc;89
3032;Mattel Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Mattel;1090.60;Yasli;4
3033;Bose Sahne Pikap;Muzik;Sahne;Bose;1389.62;Yasli;98
3034;Alfa Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Alfa Yayinlari;210.76;Yetiskin;13
3035;Estee Lauder Bakim Ruj;Kozmetik;Bakim;Estee Lauder;781.61;Yasli;47
3036;Continental Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Continental;1006.85;Cocuk;17
3037;SteelSeries Retro Koleksiyonu;Oyun;Retro;SteelSeries;4332.96;Yetiskin;92
3038;Bosch Dekorasyon Kahve Makinesi;Ev-Yasam;Dekorasyon;Bosch;4110.40;Cocuk;76
3039;Bridgestone Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Bridgestone;10906.30;Yetiskin;16
3040;Prada Sokak Stili Gözlük;Moda;Sokak Stili;Prada;4249.57;Cocuk;51
3041;Chanel Parfum Ruj;Kozmetik;Parfum;Chanel;1003.96;Yasli;52
3042;Sparco Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Sparco;11021.11;Cocuk;20
3043;Karaca Mutfak Robot Süpürge;Ev-Yasam;Mutfak;Karaca;11158.56;Yasli;17
3044;Sony Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Sony;43399.66;Cocuk;78
3045;Metis Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Metis;374.29;Cocuk;1
3046;Dell Yazilim Tablet;Teknoloji;Yazilim;Dell;5112.18;Yasli;17
3047;Karaca Konfor Nevresim Takımı;Ev-Yasam;Konfor;Karaca;8188.23;Genc;56
3048;VTech Aksiyon Seti;Oyuncak;Aksiyon;VTech;554.46;Genc;10
3049;Sony Yazilim Akıllı Telefon;Teknoloji;Yazilim;Sony;5665.56;Cocuk;49
3050;LEGO Klasik Seti;Oyuncak;Klasik;LEGO;4245.75;Genc;78
3051;Levi's Sokak Stili Parfüm;Moda;Sokak Stili;Levi's;5659.20;Genc;74
3052;Xiaomi Mobil Yasam Akıllı Saat;Teknoloji;Mobil Yasam;Xiaomi;10236.67;Genc;50
3053;Goodyear Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Goodyear;2221.49;Genc;59
3054;Everest Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Everest;141.67;Genc;83
3055;Is Bankasi Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Is Bankasi Yayinlari;483.85;Cocuk;86
3056;Pebeo Resim Seti;Hobi-Sanat;Resim;Pebeo;2946.83;Yetiskin;75
3057;Clinique Parfum Cilt Serumu;Kozmetik;Parfum;Clinique;1024.36;Cocuk;69
3058;Gigabyte Yayincilik Paketi;Oyun;Yayincilik;Gigabyte;537.42;Cocuk;1
3059;Wilson Fitness Antrenman Ekipmanı;Spor;Fitness;Wilson;5280.22;Yetiskin;3
3060;Mattel Aksiyon Koleksiyonu;Oyuncak;Aksiyon;Mattel;1536.89;Yetiskin;25
3061;Daler Rowney El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Daler Rowney;2649.76;Genc;25
3062;Castelli Outdoor Antrenman Ekipmanı;Spor;Outdoor;Castelli;5606.29;Yetiskin;78
3063;Estee Lauder Parfum Nemlendirici;Kozmetik;Parfum;Estee Lauder;1328.69;Cocuk;17
3064;Audio-Technica Sahne DJ Ekipmanı;Muzik;Sahne;Audio-Technica;11813.81;Genc;21
3065;Audio-Technica Sahne Pikap;Muzik;Sahne;Audio-Technica;15426.13;Cocuk;77
3066;Prismacolor El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Prismacolor;1941.73;Genc;51
3067;LOreal Bakim Cilt Serumu;Kozmetik;Bakim;LOreal;528.87;Yetiskin;100
3068;Iletisim Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Iletisim;220.14;Yetiskin;29
3069;Can Yayinlari Tarih Romanı/Kitabı;Kitap;Tarih;Can Yayinlari;377.89;Yetiskin;45
3070;Lacoste Klasik Saat;Moda;Klasik;Lacoste;2133.31;Yasli;26
3071;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;4433.34;Cocuk;90
3072;Bridgestone Arac Bakimi Aksesuarı;Otomobil-Aksesuar;Arac Bakimi;Bridgestone;2009.30;Cocuk;73
3073;Under Armour Ekipman Antrenman Ekipmanı;Spor;Ekipman;Under Armour;965.50;Yetiskin;23
3074;Sennheiser Sahne DJ Ekipmanı;Muzik;Sahne;Sennheiser;23505.92;Yasli;94
3075;Pebeo El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Pebeo;1463.11;Cocuk;6
3076;Nivea Makyaj Ruj;Kozmetik;Makyaj;Nivea;290.57;Yetiskin;68
3077;Mizuno Fitness Eşofman Takımı;Spor;Fitness;Mizuno;6540.26;Yetiskin;49
3078;Lancome Bakim Cilt Serumu;Kozmetik;Bakim;Lancome;226.62;Yasli;27
3079;MGA Entertainment Aksiyon Koleksiyonu;Oyuncak;Aksiyon;MGA Entertainment;1749.67;Yasli;45
3080;H&M Sokak Stili Ceket;Moda;Sokak Stili;H&M;2060.91;Genc;7
3081;Metis Tarih Romanı/Kitabı;Kitap;Tarih;Metis;472.03;Yetiskin;97
3082;Mattel Egitici Paketi;Oyuncak;Egitici;Mattel;3062.42;Genc;85
3083;Iletisim Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Iletisim;413.00;Yetiskin;8
3084;Zara Sokak Stili Ceket;Moda;Sokak Stili;Zara;5562.70;Genc;99
3085;Spalding Outdoor Antrenman Ekipmanı;Spor;Outdoor;Spalding;786.40;Yetiskin;48
3086;Huawei Yazilim Tablet;Teknoloji;Yazilim;Huawei;24308.25;Yasli;99
3087;Reeves Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Reeves;276.94;Yasli;57
3088;Maybelline Parfum Ruj;Kozmetik;Parfum;Maybelline;334.29;Yetiskin;1
3089;Lancome Parfum Nemlendirici;Kozmetik;Parfum;Lancome;1289.01;Genc;2
3090;Castelli Outdoor Eşofman Takımı;Spor;Outdoor;Castelli;2347.28;Yasli;43
3091;Gigabyte Retro Koleksiyonu;Oyun;Retro;Gigabyte;2906.14;Genc;53
3092;Wilson Ekipman Spor Çantası;Spor;Ekipman;Wilson;2950.91;Cocuk;43
3093;Dogan Kitap Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Dogan Kitap;229.79;Cocuk;38
3094;Decathlon Fitness Spor Çantası;Spor;Fitness;Decathlon;7935.28;Yasli;78
3095;Under Armour Ekipman Koşu Ayakkabısı;Spor;Ekipman;Under Armour;6059.32;Yasli;61
3096;Gigabyte Yayincilik Seti;Oyun;Yayincilik;Gigabyte;4714.72;Yasli;9
3097;Gibson Analog Amfi;Muzik;Analog;Gibson;4122.32;Genc;45
3098;Gigabyte Yayincilik Koleksiyonu;Oyun;Yayincilik;Gigabyte;967.96;Yasli;51
3099;Dell Yazilim Akıllı Saat;Teknoloji;Yazilim;Dell;13001.40;Genc;64
3100;Corsair E-Spor Paketi;Oyun;E-Spor;Corsair;1436.91;Yasli;8
3101;Prismacolor El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Prismacolor;3246.13;Genc;77
3102;Sennheiser Studyo DJ Ekipmanı;Muzik;Studyo;Sennheiser;18503.77;Yasli;42
3103;Corsair Retro Koleksiyonu;Oyun;Retro;Corsair;4523.44;Genc;42
3104;Nvidia Yayincilik Paketi;Oyun;Yayincilik;Nvidia;4447.45;Genc;39
3105;Iletisim Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Iletisim;313.38;Genc;58
3106;Iletisim Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Iletisim;152.66;Yasli;56
3107;Wilson Outdoor Koşu Ayakkabısı;Spor;Outdoor;Wilson;4510.71;Yasli;93
3108;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;2537.96;Yetiskin;82
3109;Sparco Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Sparco;8674.03;Genc;70
3110;Yamaha Studyo Pikap;Muzik;Studyo;Yamaha;18304.34;Cocuk;51
3111;Metis Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Metis;449.04;Yasli;1
3112;Liquitex Resim Seti;Hobi-Sanat;Resim;Liquitex;3265.48;Yasli;23
3113;Nintendo Yayincilik Paketi;Oyun;Yayincilik;Nintendo;559.79;Yasli;20
3114;Estee Lauder Bakim Ruj;Kozmetik;Bakim;Estee Lauder;568.14;Genc;53
3115;HyperX Retro Paketi;Oyun;Retro;HyperX;1741.42;Genc;66
3116;Nivea Makyaj Cilt Serumu;Kozmetik;Makyaj;Nivea;1971.46;Yetiskin;26
3117;Canson Resim Seti;Hobi-Sanat;Resim;Canson;2013.61;Cocuk;69
3118;Canson El Sanatlari Paketi;Hobi-Sanat;El Sanatlari;Canson;988.19;Yetiskin;94
3119;Spin Master Klasik Koleksiyonu;Oyuncak;Klasik;Spin Master;2143.13;Yasli;91
3120;Beko Dekorasyon Nevresim Takımı;Ev-Yasam;Dekorasyon;Beko;3936.56;Genc;82
3121;North Face Fitness Koşu Ayakkabısı;Spor;Fitness;North Face;2480.10;Genc;47
3122;Is Bankasi Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Is Bankasi Yayinlari;194.74;Yasli;60
3123;Ithaki Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Ithaki;203.44;Yetiskin;17
3124;Decathlon Fitness Antrenman Ekipmanı;Spor;Fitness;Decathlon;3204.62;Yasli;7
3125;Columbia Fitness Eşofman Takımı;Spor;Fitness;Columbia;6705.41;Yasli;64
3126;Castelli Ekipman Eşofman Takımı;Spor;Ekipman;Castelli;4243.54;Yetiskin;36
3127;Roland Analog Pikap;Muzik;Analog;Roland;9301.53;Yetiskin;21
3128;Sephora Parfum Ruj;Kozmetik;Parfum;Sephora;923.15;Genc;82
3129;Fisher-Price Klasik Koleksiyonu;Oyuncak;Klasik;Fisher-Price;4592.06;Cocuk;100
3130;Apple Mobil Yasam Tablet;Teknoloji;Mobil Yasam;Apple;44853.57;Genc;73
3131;Michelin Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Michelin;14410.79;Yetiskin;20
3132;H&M Sokak Stili Çanta;Moda;Sokak Stili;H&M;2550.26;Genc;62
3133;Ithaki Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Ithaki;85.46;Yasli;85
3134;Wilson Ekipman Koşu Ayakkabısı;Spor;Ekipman;Wilson;5462.02;Yasli;69
3135;Under Armour Ekipman Koşu Ayakkabısı;Spor;Ekipman;Under Armour;3018.09;Genc;23
3136;Columbia Ekipman Eşofman Takımı;Spor;Ekipman;Columbia;6467.21;Genc;6
3137;Moleskine Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Moleskine;4528.73;Yetiskin;17
3138;Marshall Sahne Enstrüman;Muzik;Sahne;Marshall;9340.57;Cocuk;62
3139;Gibson Analog DJ Ekipmanı;Muzik;Analog;Gibson;19154.99;Yetiskin;61
3140;Derwent El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Derwent;648.76;Cocuk;63
3141;Canson Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Canson;3357.88;Yetiskin;77
3142;Razer Retro Koleksiyonu;Oyun;Retro;Razer;702.65;Genc;3
3143;LEGO Aksiyon Paketi;Oyuncak;Aksiyon;LEGO;2896.52;Cocuk;79
3144;3M Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;3M;1903.43;Cocuk;8
3145;Decathlon Fitness Koşu Ayakkabısı;Spor;Fitness;Decathlon;2176.77;Cocuk;81
3146;Gibson Sahne Amfi;Muzik;Sahne;Gibson;14823.37;Cocuk;86
3147;Bose Sahne DJ Ekipmanı;Muzik;Sahne;Bose;20522.53;Genc;22
3148;Roland Analog Amfi;Muzik;Analog;Roland;4057.20;Genc;90
3149;Pebeo El Sanatlari Koleksiyonu;Hobi-Sanat;El Sanatlari;Pebeo;4718.57;Yetiskin;75
3150;Yapi Kredi Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Yapi Kredi;417.72;Yasli;64
3151;HyperX E-Spor Paketi;Oyun;E-Spor;HyperX;275.68;Yasli;90
3152;LG Yazilim Tablet;Teknoloji;Yazilim;LG;19948.20;Cocuk;76
3153;Winsor Newton Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Winsor Newton;1208.56;Cocuk;41
3154;Philips Dekorasyon Dekoratif Lamba;Ev-Yasam;Dekorasyon;Philips;3862.01;Yasli;82
3155;Gigabyte Retro Seti;Oyun;Retro;Gigabyte;3561.65;Cocuk;90
3156;Continental Konfor Aksesuarı;Otomobil-Aksesuar;Konfor;Continental;3168.20;Yetiskin;66
3157;Tefal Konfor Dekoratif Lamba;Ev-Yasam;Konfor;Tefal;3549.86;Yasli;9
3158;Asus Mobil Yasam Kulaklık;Teknoloji;Mobil Yasam;Asus;41358.14;Cocuk;59
3159;Clinique Makyaj Ruj;Kozmetik;Makyaj;Clinique;661.22;Yasli;87
3160;Michelin Guvenlik Aksesuarı;Otomobil-Aksesuar;Guvenlik;Michelin;9339.26;Yasli;5
3161;North Face Outdoor Eşofman Takımı;Spor;Outdoor;North Face;1789.23;Genc;73
3162;Faber-Castell El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Faber-Castell;2645.37;Yetiskin;60
3163;Winsor Newton El Sanatlari Seti;Hobi-Sanat;El Sanatlari;Winsor Newton;307.72;Cocuk;58
3164;English Home Mutfak Robot Süpürge;Ev-Yasam;Mutfak;English Home;8925.95;Yetiskin;78
3165;Playmobil Aksiyon Seti;Oyuncak;Aksiyon;Playmobil;737.62;Cocuk;84
3166;Metis Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Metis;135.07;Yetiskin;73
3167;HP Mobil Yasam Bilgisayar;Teknoloji;Mobil Yasam;HP;18344.30;Cocuk;1
3168;Hot Wheels Aksiyon Seti;Oyuncak;Aksiyon;Hot Wheels;3198.09;Cocuk;11
3169;HP Yazilim Tablet;Teknoloji;Yazilim;HP;30940.16;Yasli;51
3170;Zara Sokak Stili Ceket;Moda;Sokak Stili;Zara;1413.36;Cocuk;40
3171;North Face Fitness Spor Çantası;Spor;Fitness;North Face;5435.69;Yetiskin;21
3172;North Face Fitness Koşu Ayakkabısı;Spor;Fitness;North Face;2188.18;Genc;13
3173;Sony Ev Ofis Bilgisayar;Teknoloji;Ev Ofis;Sony;11156.82;Genc;19
3174;Zara Sokak Stili Gözlük;Moda;Sokak Stili;Zara;3675.02;Yetiskin;42
3175;Can Yayinlari Kisisel Gelisim Romanı/Kitabı;Kitap;Kisisel Gelisim;Can Yayinlari;91.51;Genc;1
3176;Reeves Kirtasiye Paketi;Hobi-Sanat;Kirtasiye;Reeves;3878.26;Cocuk;67
3177;English Home Konfor Robot Süpürge;Ev-Yasam;Konfor;English Home;8641.77;Yasli;37
3178;Wilson Outdoor Eşofman Takımı;Spor;Outdoor;Wilson;4521.65;Cocuk;81
3179;Dior Parfum Göz Kalemi;Kozmetik;Parfum;Dior;675.34;Genc;92
3180;Tefal Konfor Robot Süpürge;Ev-Yasam;Konfor;Tefal;11353.10;Yetiskin;69
3181;Bose Studyo Enstrüman;Muzik;Studyo;Bose;19686.91;Genc;47
3182;Melissa Doug Egitici Koleksiyonu;Oyuncak;Egitici;Melissa Doug;1691.02;Yetiskin;86
3183;Liquitex Kirtasiye Seti;Hobi-Sanat;Kirtasiye;Liquitex;4365.54;Cocuk;47
3184;LOreal Bakim Ruj;Kozmetik;Bakim;LOreal;983.38;Yetiskin;85
3185;Faber-Castell Kirtasiye Koleksiyonu;Hobi-Sanat;Kirtasiye;Faber-Castell;545.64;Yasli;16
3186;VTech Egitici Paketi;Oyuncak;Egitici;VTech;673.68;Yetiskin;29
3187;MSI E-Spor Koleksiyonu;Oyun;E-Spor;MSI;4125.32;Cocuk;83
3188;Clinique Bakim Cilt Serumu;Kozmetik;Bakim;Clinique;1428.50;Yetiskin;6
3189;Melissa Doug Egitici Seti;Oyuncak;Egitici;Melissa Doug;3479.92;Yasli;3
3190;Pebeo Resim Seti;Hobi-Sanat;Resim;Pebeo;4036.70;Yasli;84
3191;Winsor Newton Resim Paketi;Hobi-Sanat;Resim;Winsor Newton;916.77;Cocuk;35
3192;Gibson Analog Amfi;Muzik;Analog;Gibson;15717.02;Yasli;96
3193;Philips Mutfak Dekoratif Lamba;Ev-Yasam;Mutfak;Philips;5223.91;Cocuk;97
3194;Can Yayinlari Edebiyat Romanı/Kitabı;Kitap;Edebiyat;Can Yayinlari;426.61;Yasli;66
3195;MGA Entertainment Aksiyon Koleksiyonu;Oyuncak;Aksiyon;MGA Entertainment;3612.96;Cocuk;80
3196;MGA Entertainment Egitici Koleksiyonu;Oyuncak;Egitici;MGA Entertainment;278.40;Yetiskin;65
3197;North Face Outdoor Eşofman Takımı;Spor;Outdoor;North Face;4149.78;Genc;61
